event_date,event_country,event_name,player_place,prize_usd,player_id,source,last_updated
4-Mar-16,United States,"$ 130 + 30 No Limit Hold'em - Mega Millions (Event #2)WSOP Circuit - WSOPC Bicycle Casino, Los Angeles",127th,1000,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
24-Jan-16,United States,"$ 240 No Limit Hold'em - Bounty #9World Poker Tour - WPT L.A Poker Classic, Los Angeles",13th,810,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
13-Jan-16,United States,"$ 125 + 15 No Limit Hold'em2016 Wynn Casino Recurring Tournaments, Las Vegas",2nd,1280,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
29-Sep-15,United States,"$ 250 No Limit Hold'em #41Deepstack Extravaganza 3.5, Las Vegas",48th,907,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
31-Jul-15,United States,"$ 100 + 20 Mike Sexton Original TOC-styleBARGE 2015, Las Vegas",3rd,1600,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-Mar-15,United States,"$ 550 No-Limit Hold'em2015 Wynn Classic, Las Vegas",58th,1396,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
4-Mar-15,United States,"$ 270 + 30 No Limit Hold'em2015 Wynn Classic, Las Vegas",17th,684,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
10-Feb-15,United States,"$ 600 No Limit Hold'em $250,000 GuaranteedDeep Stack Extravaganza I, Las Vegas",36th,1497,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
7-Feb-12,United States,"$ 150 No Limit Hold'em - Double Stack Turbo2012 L.A. Poker Classic, Los Angeles",167th,400,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
4-Feb-12,United States,"$ 340 No Limit Hold'em - Bounty2012 L.A. Poker Classic, Los Angeles",42nd,420,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
3-Jun-10,United States,"$ 1,500 Pot Limit Hold'em41st World Series of Poker - WSOP 2010, Las Vegas",13th,9117,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-Oct-09,England,"£ 200 + 20 No Limit Hold'em - Women's Event European Poker Tour - EPT London, London",8th,1130,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
11-Oct-07,Spain,"€ 7,500 + 300 No Limit Hold'em - Championship EventWorld Poker Tour - WPT Spanish Championship, Barcelona",18th,18827,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
31-Aug-07,United States,"WPT Ladies Night Out2007 Legends of Poker, Los Angeles",5th,,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
21-Apr-07,United States,"$ 25,000 + 500 WPT - No Limit Hold'em ChampionshipFifth Annual Five Star World Poker Classic, Las Vegas",80th,46410,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
25-Oct-06,Canada,"C$ 10,000 + 300 WPT North American Poker ChampionshipsNorth American Poker Championships, Niagara Falls",21st,42889,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-Oct-06,United States,"$ 3,000 + 120 No Limit Hold'emFesta Al Lago V Poker Tournament, Las Vegas",8th,5330,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
9-Sep-06,England,"£ 2,000 + 50 No Limit Hold'emFullTiltPoker.com London All Star Challenge, London",3rd,25069,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
28-Jul-06,United States,"$ 10,000 No Limit Texas Hold'em - World Championship Event37th World Series of Poker - WSOP 2006, Las Vegas",476th,26389,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
7-Jul-06,United States,"$ 2,500 No Limit Hold'em37th World Series of Poker - WSOP 2006, Las Vegas",14th,41538,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
29-May-06,United States,"$ 1,000 + 60 No Limit Hold'emMandalay Bay Poker Championship, Las Vegas",26th,1635,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
26-Feb-06,United States,"$ 2,000 No Limit Hold'emWorld Poker Tour - WPT Bay 101 Shooting Star, San Jose",13th,5000,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
12-Oct-05,United States,"$ 1,000 + 60 No Limit Hold'emBellagio Festa Al Lago IV, Las Vegas",21st,2380,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
20-Sep-05,United States,"$ 300 + 40 7 Card Stud2005 United States Poker Championship, Atlantic City",2nd,12027,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
17-Jun-05,United States,"$ 1,500 No Limit Hold'em Shootout36th World Series of Poker - WSOP 2005, Las Vegas",53rd,3230,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
15-Jun-05,United States,"$ 1,000 Seven Card Stud Hi/Lo36th World Series of Poker - WSOP 2005, Las Vegas",22nd,2980,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
6-May-05,United States,"$ 291 + 39 No Limit Hold'em2005 Heavenly Hold'em, Los Angeles",25th,2309,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
26-Mar-05,United States,"$ 1,000 + 60 No Limit Hold'em2005 Winnin' o' the Green, Los Angeles",9th,2680,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-Nov-04,United States,"$ 2,000 + 150 No Limit Hold'em2004 World Poker Finals, Mashantucket",7th,18639,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
30-Sep-04,Aruba,"$ 500 + 40 No Limit Hold'em2004 Ultimatebet.com Poker Classic, Palm Beach",6th,3056,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
29-Sep-04,Aruba,"$ 500 + 40 No Limit Hold'em2004 Ultimatebet.com Poker Classic, Palm Beach",13th,1024,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
28-Sep-04,Aruba,"$ 6,000 + 200 No Limit Hold'em Final Day2004 Ultimatebet.com Poker Classic, Palm Beach",112th,7000,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
23-Aug-04,United States,"$ 1,000 + 60 No Limit Hold'em2004 Legends of Poker, Los Angeles",6th,8645,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
9-Aug-04,United States,"$ 500 + 40 Seven Card Stud Hi/Lo2004 Legends of Poker, Los Angeles",3rd,13000,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
7-Jun-04,United States,"$ 1,000 + 60 Pot Limit Hold'emCalifornia State Poker Championship 2004, Los Angeles",2nd,30360,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
7-Sep-03,United States,"$ 100 + 20 Pot Limit Hold'em2003 Heavenly Hold'em, Los Angeles",5th,2430,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
29-Jun-03,United States,"$ 1,500 + 70 No Limit Hold'emFesta al Lago, Las Vegas",13th,2779,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
11-May-03,United States,"$ 1,000 Ladies 1/2 Hold'em - 1/2 Stud34th World Series of Poker - WSOP 2003, Las Vegas",18th,1000,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
1-Feb-03,France,"€ 1,000 No Limit HoldemEuro Finals of Poker 2003, Paris",5th,3552,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
11-Oct-02,Aruba,"$ 500 + 45 No Limit Hold'em2002 Caribbean Poker Classic, Palm Beach",3rd,2210,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
18-Sep-02,United States,"$ 100 Limit Hold'em2002 Four Queens Poker Classic, Las Vegas",4th,1860,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
12-May-02,United States,"$ 1,500 Limit Hold'em Shootout33rd World Series of Poker - WSOP 2002, Las Vegas",6th,11120,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
8-May-02,United States,"$ 1,500 Pot Limit Hold'em33rd World Series of Poker - WSOP 2002, Las Vegas",19th,2280,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
6-May-02,United States,"$ 1,500 No Limit Hold'em33rd World Series of Poker - WSOP 2002, Las Vegas",22nd,4460,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
16-Apr-02,United States,"$ 3,100 No Limit Hold'emBellagio High Buy-in Tournament Series, Las Vegas",7th,9967,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
23-Mar-02,United States,"$ 100 + 10 No-Limit Hold'em2002 Sport of Kings, Inglewood",6th,1115,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
2-Mar-02,United States,"$ 100 + 20 No Limit Hold'em2002 Winnin' o' the Green, Los Angeles",4th,3250,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
21-Sep-01,United States,"$ 5,000 + 100 No Limit Hold'em Championship Event2001 Four Queens Poker Classic, Las Vegas",7th,12731,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
19-Sep-01,United States,"$ 1,000 + 60 No Limit Hold'em2001 Four Queens Poker Classic, Las Vegas",4th,6111,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
17-Sep-01,United States,"$ 1,000 + 60 Limit Hold'em2001 Four Queens Poker Classic, Las Vegas",4th,3870,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
14-Aug-01,United States,"$ 500 + 40 Pot Limit Hold'em2001 Legends of Poker, Los Angeles",7th,2075,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
12-May-01,United States,"$ 5,000 + 150 Texas Hold'em (limit)32nd World Series of Poker - WSOP 2001, Las Vegas",9th,12496,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
6-May-01,United States,"$ 2,500 + 100 Omaha Hi-Lo Split Eight or Better32nd World Series of Poker - WSOP 2001, Las Vegas",10th,5210,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
8-Apr-01,United States,"$ 1,000 + 60 No Limit Hold'emThe Second Annual Jack Binion World Poker Open, Tunica",10th,1617,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
24-Feb-01,United States,"$ 5,000 + 100 No Limit Hold'em Championship2001 L.A. Poker Classic, Los Angeles",4th,30300,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
11-Feb-01,United States,"$ 500 + 40 No Limit Hold'em2001 L.A. Poker Classic, Los Angeles",9th,1816,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
7-Feb-01,United States,"$ 330 Pot Limit Hold'em2001 L.A. Poker Classic, Los Angeles",2nd,10545,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
2-Feb-01,United States,"$ 300 + 30 Limit Hold'em2001 L.A. Poker Classic, Los Angeles",6th,11235,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
17-Jan-01,United States,"$ 500 + 40 Limit Hold'em1st Annual World Poker Challenge, Reno",3rd,11933,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
8-Nov-00,Netherlands,"HFl 5,000 LIDO TournamentMaster Classics of Poker (MCOP) 2000, Amsterdam",7th,7749,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
14-Aug-00,United States,"$ 500 + 40 Omaha Hi-Lo2000 Legends of Poker, Los Angeles",2nd,11120,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
28-Jul-00,United States,"$ 300 + 30 Pot Limit Hold'emGlobal Pot Limit No Limit Open, Los Angeles",2nd,4950,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
20-Jul-00,United States,"$ 130 + 30 No Limit Hold'em2000 Orleans Open, Las Vegas",2nd,26215,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
14-Jul-00,United States,"$ 260 + 40 Omaha Hi-Lo2000 Orleans Open, Las Vegas",1st,22540,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
13-May-00,United States,"$ 5,000 + 100 Limit Hold'em31st World Series of Poker - WSOP 2000, Las Vegas",2nd,142000,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
5-Apr-00,United States,"$ 1,000 + 60 Limit Hold'emThe First Annual Jack Binion World Poker Open, Tunica",4th,6344,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
1-Apr-00,United States,"$ 500 + 40 No Limit Hold'emThe First Annual Jack Binion World Poker Open, Tunica",1st,55124,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
23-Jan-00,United States,"$ 1,500 + 70 Limit Hold'emCarnivale of Poker III, Las Vegas",8th,3990,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
10-Dec-99,United States,"$ 1,000 + 60 No Limit Hold'em1999 United States Poker Championship, Atlantic City",7th,3325,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
8-Dec-98,United States,"$ 1,000 Limit Hold'em1998 United States Poker Championship, Atlantic City",1st,40400,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
1-Aug-98,United States,"$ 1,000 Limit Hold'em1998 Legends of Poker, Los Angeles",1st,36800,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
3-Aug-98,United States,"$ 200 + 25 No Limit Hold'em1998 Heavenly Hold'em, Los Angeles",3rd,5860,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
30-Jul-98,United States,"$ 100 + 20 No Limit Hold'em1998 Heavenly Hold'em, Los Angeles",2nd,9240,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
12-Jul-98,United States,"$ 120 Omaha Hi/Lo1998 Orleans Open, Las Vegas",4th,2766,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
17-Apr-98,United States,"$ 200 + 20 Limit Hold'em1998 New England Poker Classic, Mashantucket",8th,1545,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
7-Jan-95,United States,"$ 400 + 30 Ladies Limit Hold'emQueens Poker Classic V, Las Vegas",1st,5940,113,https://pokerdb.thehendonmob.com/player.php?a=r&n=113,10/19/2021
15-Oct-21,United States,"$ 1,500 No Limit Hold'em - Monster Stack (Event #30)52nd World Series of Poker - WSOP 2021, Las Vegas",188th,3924,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
20-May-21,United States,"$ 400 No Limit Hold'em - Main EventAmeristar Poker Open 2021, St. Charles",76th,900,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
5-Mar-21,United States,"$ 4,625 + 375 No Limit Hold'em - WPT at Venetian Main Event (Event #10)World Poker Tour - WPT at Venetian DeepStack Showdown Poker Series, Las Vegas",110th,8365,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
28-Feb-20,United States,"$ 400 No Limit Hold'em (Event #2)WSOP Circuit - WSOPC Ameristar St. Charles, St. Charles",75th,627,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
8-Nov-19,United States,"$ 1,700 No Limit Hold'em - Main Event (Event 11)WSOP Circuit - WSOPC Choctaw, Durant",7th,41363,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
11-Jul-19,United States,"$ 1,500 + 100 No Limit Hold'em ChampionshipThe Wynn Summer Classic, Las Vegas",61st,10421,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
23-Jun-19,United States,"$ 1,510 + 90 No Limit Hold'emThe Wynn Summer Classic, Las Vegas",8th,11175,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
17-Jun-19,United States,"$ 1,600 No Limit Hold'em - MSPT Event (Event #62)DeepStack Championship Poker Series, Las Vegas",59th,7777,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
3-Jun-19,United States,"$ 1,025 + 75 No Limit Hold'emThe Wynn Summer Classic, Las Vegas",7th,13907,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
30-May-19,United States,"$ 500 No Limit Hold'em - BIG 50 (Event #3)50th World Series of Poker - WSOP 2019, Las Vegas",1135th,1953,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
28-Apr-19,United States,"$ 360 + 40 No Limit Hold'emThe Wynn Signature Series, Las Vegas",12th,2547,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
25-Apr-19,United States,"$ 545 + 55 No Limit Hold'emThe Wynn Signature Series, Las Vegas",22nd,2592,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
4-Apr-19,United States,"$ 570 No Limit Hold'em - Deepstack (Event #1)Seminole Hard Rock Poker Showdown, Hollywood",161st,1257,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
27-Sep-18,United States,"$ 545 + 55 No Limit Hold'em2018 The Wynn Fall  Classic, Las Vegas",63rd,1283,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
9-Jul-18,United States,"$ 1,500 + 100 No Limit Hold'em Championship2018 The Wynn Summer Classic, Las Vegas",18th,21243,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
28-Jun-18,United States,"$ 5,000 No Limit Hold'em - 6 Handed (Event #58)49th World Series of Poker - WSOP 2018, Las Vegas",71st,7777,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
16-Jun-18,United States,"$ 1,000 No Limit Hold'em - Double Stack (Event #34)49th World Series of Poker - WSOP 2018, Las Vegas",196th,3654,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
27-Apr-18,Monaco,"€ 2,200 No Limit Hold'em - EPT National High Roller #9European Poker Tour - EPT Monte Carlo, Monte Carlo",17th,10447,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
24-Nov-17,United States,"$ 3,500 No Limit Hold'em - Championship ( Event #9 )2017 Rock ‘n' Roll Poker Open, Hollywood",16th,20820,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
11-Nov-17,United States,"$ 365 No Limit Hold'em (Event #12)WSOP Circuit - WSOPC Choctaw, Durant",27th,1196,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
8-Nov-17,United States,"$ 1,125 No Limit Hold'em (Event #9)WSOP Circuit - WSOPC Choctaw, Durant",10th,3118,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
2-Jun-17,United States,"$ 565 No Limit Hold'em - The Colossus III (Event #5)48th World Series of Poker - WSOP 2017, Las Vegas",138th,6437,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
29-May-17,United States,"$ 1,100 No Limit Hold'em - SuperStack #23Deepstack Extravaganza III, Las Vegas",36th,2675,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
25-May-17,United States,"$ 520 + 80 No Limit Hold'em - ULTIMATE GOLIATH Stack2017 Goliath Phamous Poker Series, Las Vegas",5th,13905,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
2-Feb-17,United States,"$ 1,100 No Limit Hold'em - MSPT Main Event #7DeepStack Extravaganza I, Las Vegas",55th,2384,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
29-Jan-17,United States,"$ 3,300 + 200 No Limit Hold'em WPT Main Event (Event #19)World Poker Tour - WPT Borgata Winter Poker Open, Atlantic City",99th,7098,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
24-Jan-17,United States,"$ 400 + 50 No Limit Hold'em Borgata Almighty Stack (Event #10)World Poker Tour - WPT Borgata Winter Poker Open, Atlantic City",112th,1045,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
22-Jan-17,United States,"$ 2,500 No Limit Hold'em #10WPTDeepStacks - WPTDS Lucky Hearts Poker Open, Hollywood",13th,5972,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
19-Jan-17,United States,"$ 1,100 No Limit Hold'em #6 Main EventWPTDeepStacks - WPTDS Lucky Hearts Poker Open, Hollywood",114th,2483,195396,https://pokerdb.thehendonmob.com/player.php?a=r&n=195396,10/19/2021
